Start	Stop	Strand	Number of Genes	Genes
3972731	3975475	-	3	RVBD_3534c, RVBD_3535c, RVBD_3536c
3975548	3978101	+	2	RVBD_3537, RVBD_3538
3979678	3985624	-	6	RVBD_3540c, RVBD_3541c, RVBD_3542c, RVBD_3543c, RVBD_3544c, RVBD_3545c
3987561	3989277	-	2	RVBD_3548c, RVBD_3549c
3989332	3991702	+	3	RVBD_3550, RVBD_3551, RVBD_3552
3991800	3994921	+	2	RVBD_3553, RVBD_3554
3999826	4001768	-	2	RVBD_3559c, RVBD_3560c
4001816	4007545	+	5	RVBD_3561, RVBD_3562, RVBD_3563, RVBD_3564, RVBD_3565
4007510	4008612	-	2	RVBD_3566c, RVBD_3566A
4008898	4012449	-	4	RVBD_3567c, RVBD_3568c, RVBD_3569c, RVBD_3570c
4012596	4014220	+	2	RVBD_3571, RVBD_3572
4019387	4021562	+	2	RVBD_3577, RVBD_3578
4021604	4023982	-	2	RVBD_3579c, RVBD_3580c
4024047	4025723	-	3	RVBD_3581c, RVBD_3582c, RVBD_3583c
4026623	4029146	+	2	RVBD_3585, RVBD_3586
4034236	4035889	+	2	RVBD_3592, RVBD_3593
4043220	4046297	-	4	RVBD_3600c, RVBD_3601c, RVBD_3602c, RVBD_3603c
4047884	4053062	-	6	RVBD_3605c, RVBD_3606c, RVBD_3607c, RVBD_3608c, RVBD_3609c, RVBD_3610c
4053697	4054221	-	2	RVBD_3612c, RVBD_3613c
4057912	4060064	+	2	RVBD_3617, RVBD_3618
4060163	4060770	-	2	RVBD_3619c, RVBD_3620c
4060827	4062377	-	2	RVBD_3621c, RVBD_3622c
4063433	4067464	-	4	RVBD_3624c, RVBD_3625c, RVBD_3626c, RVBD_3627c
4070693	4071759	+	2	RVBD_3631, RVBD_3632
4080104	4080944	-	2	RVBD_3641c, RVBD_3642c
4094839	4099326	-	7	RVBD_3654c, RVBD_3655c, RVBD_3656c, RVBD_3657c, RVBD_3658c, RVBD_3659c, RVBD_3660c
4101443	4107262	-	5	RVBD_3662c, RVBD_3663c, RVBD_3664c, RVBD_3665c, RVBD_3666c
4107348	4107847	+	2	RVBD_3666A, RVBD_3666B
4111005	4112507	+	2	RVBD_3669, RVBD_3670
4112500	4114520	-	2	RVBD_3671c, RVBD_3672c
4114652	4116072	-	2	RVBD_3673c, RVBD_3674c
4117436	4118869	-	3	RVBD_3677c, RVBD_3678c, RVBD_3678A
4118954	4121133	+	2	RVBD_3679, RVBD_3680
4127473	4129261	-	2	RVBD_3685c, RVBD_3686c
4130535	4132570	+	2	RVBD_3689, RVBD_3690
4132696	4134770	+	2	RVBD_3691, RVBD_3692
4139983	4140641	-	2	RVBD_3697c, RVBD_3697Ac
4140671	4142923	+	2	RVBD_3698, RVBD_3699
4142926	4148364	-	5	RVBD_3700c, RVBD_3701c, RVBD_3702c, RVBD_3703c, RVBD_3704c
4149769	4151218	-	3	RVBD_3706c, RVBD_3706Ac, RVBD_3707c
4151358	4153661	-	2	RVBD_3708c, RVBD_3709c
4157159	4159100	+	2	RVBD_3712, RVBD_3713
4160067	4161091	-	2	RVBD_3715c, RVBD_3716c
4162484	4165176	+	2	RVBD_3719, RVBD_3720
4169645	4170347	+	2	RVBD_3724A, RVBD_3724B
4184190	4186068	-	2	RVBD_3733c, RVBD_3734c
4186812	4189466	+	2	RVBD_3736, RVBD_3737
4191011	4193423	-	3	RVBD_3740c, RVBD_3741c, RVBD_3742c
4197806	4198775	-	3	RVBD_3749c, RVBD_3749Ac, RVBD_3750c
4199425	4200399	-	2	RVBD_3752c, RVBD_3753c
4201467	4205551	-	5	RVBD_3755c, RVBD_3756c, RVBD_3757c, RVBD_3758c, RVBD_3759c
4216059	4216447	-	2	RVBD_3770A, RVBD_3770B
4219027	4221110	+	2	RVBD_3774, RVBD_3775
4225163	4230278	+	5	RVBD_3779, RVBD_3780, RVBD_3781, RVBD_3782, RVBD_3783
4232552	4234714	-	2	RVBD_3786c, RVBD_3787c
4235552	4243325	+	5	RVBD_3789, RVBD_3790, RVBD_3791, RVBD_3792, RVBD_3793
4243411	4249988	+	2	RVBD_3794, RVBD_3795
4254558	4263244	-	3	RVBD_3799c, RVBD_3800c, RVBD_3801c
4269103	4273653	-	4	RVBD_3806c, RVBD_3807c, RVBD_3808c, RVBD_3809c
4278572	4281749	-	4	RVBD_3813c, RVBD_3814c, RVBD_3815c, RVBD_3816c
4282627	4284509	+	2	RVBD_3818, RVBD_3819
4286151	4288113	+	2	RVBD_3821, RVBD_3822
4301741	4305186	-	3	RVBD_3827c, RVBD_3828c, RVBD_3829c
4309225	4310992	+	2	RVBD_3835, RVBD_3836
4311187	4312847	-	2	RVBD_3837c, RVBD_3838c
4312943	4314158	+	2	RVBD_3839, RVBD_3840
4314916	4316774	-	2	RVBD_3842c, RVBD_3843c
4318953	4319818	+	2	RVBD_3844, RVBD_3845
4324193	4325145	+	2	RVBD_3850, RVBD_3851
4328578	4329791	-	2	RVBD_3856c, RVBD_3857c
4330216	4336258	-	2	RVBD_3858c, RVBD_3859c
4336954	4338449	+	2	RVBD_3860, RVBD_3861
4341743	4348901	+	6	RVBD_3865, RVBD_3866, RVBD_3867, RVBD_3868, RVBD_3869, RVBD_3870
4350922	4352358	+	2	RVBD_3872, RVBD_3873
4352451	4353073	+	2	RVBD_3874, RVBD_3875
4353187	4356719	+	2	RVBD_3876, RVBD_3877
4360376	4362102	-	2	RVBD_3880c, RVBD_3881c
4362209	4364934	-	2	RVBD_3882c, RVBD_3883c
4367085	4372883	-	4	RVBD_3885c, RVBD_3886c, RVBD_3887c, RVBD_3888c
4373903	4374549	-	2	RVBD_3890c, RVBD_3891c
4376439	4383028	-	3	RVBD_3894c, RVBD_3895c, RVBD_3896c
4383185	4384162	-	2	RVBD_3897c, RVBD_3898c
4384324	4386485	-	2	RVBD_3899c, RVBD_3900c
4387542	4391208	-	4	RVBD_3902c, RVBD_3903c, RVBD_3904c, RVBD_3905c
4391274	4393250	-	2	RVBD_3906c, RVBD_3907c
4393626	4400953	+	4	RVBD_3908, RVBD_3909, RVBD_3910, RVBD_3911
4401904	4403258	+	2	RVBD_3913, RVBD_3914
4405633	4408378	-	3	RVBD_3917c, RVBD_3918c, RVBD_3919c
4409145	4411105	-	4	RVBD_3921c, RVBD_3922c, RVBD_3923c, RVBD_3924c
